id_a,id_b,similarity
충돌_석유제품운반선_제7보광호-어선_대영호_충돌사건,충돌_카페리여객선_태평양_3호-어선_제2입성호_충돌사건,0.7424
"충돌_낚시어선_여수휴리호,_어선_진영호_충돌사건",충돌_석유제품운반선_제7보광호-어선_대영호_충돌사건,0.728
충돌_석유제품운반선_카리스_낚시어선_선경호_충돌사건,충돌_어선_길양호·어선_해성호_충돌사건,0.7913
충돌_석유제품운반선_카리스_낚시어선_선경호_충돌사건,충돌_중앙해심_제2022-001호(낚시어선_금성피싱호.어선_수진호_충돌사건)_공_733ef807,0.7775
충돌_석유제품운반선_카리스_낚시어선_선경호_충돌사건,충돌_유선_충무공거북선_낚시어선_올레호_충돌사건,0.7674
충돌_석유제품운반선_태양호_어선_제505한진호_충돌사건,충돌_화물선_헤세드호.어선_길영호_충돌사건,0.8107
충돌_석유제품운반선_태양호_어선_제505한진호_충돌사건,충돌_어선_제5정민호_어선_제710태양호_충돌사건,0.7801
충돌_석유제품운반선_태양호_어선_제505한진호_충돌사건,"충돌_청항선_포항해양3호,_어선_해동호_충돌사건",0.7796
"충돌_석유제품운반선_피브이티_넵튠,_석유제품운반선_글로리윈드_충_5823239d",충돌_원양어선_제38한성호_석유제품운반선_대운호_충돌사건,0.6677
"충돌_석유제품운반선_피브이티_넵튠,_석유제품운반선_글로리윈드_충_5823239d",충돌_카페리여객선_코리아익스프레스카훼리호카페리여객선_대부고속페리3호__d584002c,0.716
"충돌_석유제품운반선_피브이티_넵튠,_석유제품운반선_글로리윈드_충_5823239d",충돌_어선_춘심_·_모터보트_글로리_충돌사건,0.6615
접촉_낚시어선_준성호_해상펜션구조물_접촉사건,"충돌_석유제품운반선_피브이티_넵튠,_석유제품운반선_글로리윈드_충_5823239d",0.6423
충돌_석유제품운반선·12삼부호_어선_쌍둥이호_충돌사건,충돌_일반화물선_광양7호_어선_해동호_충돌사건,0.7771
충돌_석유제품운반선·12삼부호_어선_쌍둥이호_충돌사건,충돌_어선_영주호ㆍ어선_일진2호_충돌사건,0.8019
충돌_석유제품운반선·12삼부호_어선_쌍둥이호_충돌사건,충돌_어선_제607명성호_일반화물선_트러윈드어코드_충돌사건,0.7541
충돌_세일링요트_나바다호_낚시어선_수성호_충돌사건,"충돌_어선_제102동해호,_모터보트_청양호_충돌사건",0.7091
충돌_낚시어선_라온호_낚시어선_대양1호_충돌사건,충돌_세일링요트_나바다호_낚시어선_수성호_충돌사건,0.705
충돌_세일링요트_나바다호_낚시어선_수성호_충돌사건,충돌_어선_흥성호_어선_태성호_충돌사건,0.7213
충돌_세일링요트_나바다호_낚시어선_수성호_충돌사건,충돌_세일링요트_나바다호·낚시어선_수성호_충돌사건,0.7372
충돌_세일링요트_나바다호·낚시어선_수성호_충돌사건,충돌_어선_도진호_어선_진성호_충돌사건,0.744
충돌_세일링요트_나바다호·낚시어선_수성호_충돌사건,충돌_어선_성안호-모터보트_동해호_충돌사건,0.7524
충돌_세일링요트_나바다호·낚시어선_수성호_충돌사건,충돌_시멘트운반선_수성에이스호_어선_1신창호_충돌사건,0.7239
인명사상_어선_제21남경호_부유물감김사건으로_인한_선원사망사건,충돌_세일링요트_니모호_전복사건,0.7523
전복_어선_제7074창진호_전복사건,충돌_세일링요트_니모호_전복사건,0.7375
기타_어선_제207성진호_침수사건,충돌_세일링요트_니모호_전복사건,0.7327
"충돌_시멘트운반선_근양호,_어선_제2003성재호_충돌사건",충돌_어선_삼양호.낚시어선_대진호_충돌사건,0.7172
"충돌_시멘트운반선_근양호,_어선_제2003성재호_충돌사건",충돌_어선_부성호.어선_해성호_충돌사건,0.7074
좌초_어선_제5해창호_좌초사건,"충돌_시멘트운반선_근양호,_어선_제2003성재호_충돌사건",0.6938
충돌_낚시어선_금성피싱호&어선_수진호_충돌사건,"충돌_시멘트운반선_근양호,_어선_제2003성재호_충돌사건",0.6899
"충돌_낚시어선_500형빈호,_모터보트_킹스마린호_충돌사건",충돌_시멘트운반선_수성에이스호_어선_1신창호_충돌사건,0.7609
충돌_시멘트운반선_수성에이스호_어선_1신창호_충돌사건,충돌_어선_대일호ㆍ산적화물선_이제이_오션_충돌사건,0.7561
충돌_시멘트운반선_수성에이스호_어선_1신창호_충돌사건,충돌_예인선_울산109호의_피예인부선_울산6003호·어선_1신창호_충돌사건,0.7567
"충돌_낚시어선_여수휴리호,_어선_진영호_충돌사건",충돌_시멘트운반선_수성에이스호_어선_1신창호_충돌사건,0.7434
충돌_석유제품운반선_제3남성호&어선_대왕호_충돌사건,충돌_액화석유가스운반선_가스_유토피아_어선_샴시_충돌사건,0.6105
충돌_액화석유가스운반선_가스_유토피아_어선_샴시_충돌사건,충돌_어선_제5삼영호_낚시어선_동해호_충돌사건,0.6202
접촉_산적화물선_플레차_부두접촉사건(공개용_재결서),충돌_액화석유가스운반선_가스_유토피아_어선_샴시_충돌사건,0.6027
충돌_액화석유가스운반선_가스_유토피아_어선_샴시_충돌사건,"충돌_어선_제1구진호,_유류_및_액체화학품_산적운반선_에코_조슈아_파크_추_77c7cce8",0.5996
충돌_액화석유가스운반선_제9에스제이가스_케미칼운반선_케이티에스블루_89fde571,충돌_어선_제2017대청호&어선_경덕호_충돌사건,0.7009
인명사상_예인선_제3001광진호_선원사망사건,충돌_액화석유가스운반선_제9에스제이가스_케미칼운반선_케이티에스블루_89fde571,0.7066
충돌_액화석유가스운반선_제9에스제이가스_케미칼운반선_케이티에스블루_89fde571,해양오염_석유제품운반선_미션_해양오염사건,0.7211
전복_공사작업용부선_동방2005호_전복사건,충돌_액화석유가스운반선_제9에스제이가스_케미칼운반선_케이티에스블루_89fde571,0.6982
충돌_어선_103매일호-산적화물선_만다린차이나_충돌사건,"충돌_어선_윤성호,_산적화물선_제이씨_루비_충돌사건",0.7926
충돌_어선_103매일호-산적화물선_만다린차이나_충돌사건,"충돌_어선_제902금성호,_일반화물선_순신_충돌사건",0.8223
충돌_어선_103매일호-산적화물선_만다린차이나_충돌사건,충돌_어선_제153혜승호_일반화물선_헹유_충돌사건,0.7874
충돌_어선_107성보호·어선_제113웅천호_등_2척_충돌사건,충돌_어선_제211은진호.어선_제88부영호_충돌사건,0.7729
충돌_어선_107성보호·어선_제113웅천호_등_2척_충돌사건,충돌_어선_제69해동호&산적화물선_오션레전드_충돌사건,0.7581
충돌_어선_103매일호-산적화물선_만다린차이나_충돌사건,충돌_어선_107성보호·어선_제113웅천호_등_2척_충돌사건,0.7481
충돌_어선_1만복호&어선_금산호_충돌사건,충돌_어선_제2019하람호-어선_수광호_충돌사건,0.7562
좌초_어선_303우진호_좌초사건,충돌_어선_1만복호&어선_금산호_충돌사건,0.7229
좌초_어선_2020안성호_좌초사건,충돌_어선_1만복호&어선_금산호_충돌사건,0.7211
좌초_어선_21길성호_좌초사건,충돌_어선_1만복호&어선_금산호_충돌사건,0.7177
"충돌_어선_2007연흥호,_냉동운반선_씽_유에_충돌사건","충돌_어선_제111금성호,_어선_선우호_충돌사건",0.7726
"충돌_어선_2007연흥호,_냉동운반선_씽_유에_충돌사건","충돌_어선_제902금성호,_일반화물선_순신_충돌사건",0.8225
"충돌_어선_2007연흥호,_냉동운반선_씽_유에_충돌사건","충돌_어선_제102동해호,_모터보트_청양호_충돌사건",0.7736
인명사상_어선_제3명신호_선원사망사건,충돌_어선_203원창호.어선_제3광림호_충돌사건,0.7228
충돌_어선_203원창호.어선_제3광림호_충돌사건,충돌_어선_제76대창호.어선_제2대부호_충돌사건,0.7183
충돌_어선_203원창호.어선_제3광림호_충돌사건,충돌_어선_대복호.어선_아진호_충돌사건,0.7123
충돌_어선_203원창호.어선_제3광림호_충돌사건,충돌_어선_제133삼화호.어선_제303진영호_충돌사건,0.7014
충돌_어선_203원창호_어선_제3광림호_충돌사건,"충돌_어선_제708우리호,_어선_제909민성호_충돌사건",0.8112
충돌_어선_203원창호_어선_제3광림호_충돌사건,충돌_어선_삼운호.어선_제3일광호_충돌사건,0.7998
충돌_어선_203원창호_어선_제3광림호_충돌사건,충돌_일반화물선_포세이돈_어선_형통호_충돌사건,0.7828
충돌_어선_212성지호&어선_용궁호_충돌사건,충돌_어선_제69해동호&산적화물선_오션레전드_충돌사건,0.7676
인명사상_어선_제307영용호_선원사망사건,충돌_어선_212성지호&어선_용궁호_충돌사건,0.771
기타_어선_제207성진호_침수사건,충돌_어선_212성지호&어선_용궁호_충돌사건,0.7616
충돌_어선_2하나호.어선_지영호_충돌사건,침몰_어선_제1두두호_침몰사건,0.6778
충돌_어선_2하나호.어선_지영호_충돌사건,화재_어선_태양호_화재사건,0.6664
충돌_어선_2하나호.어선_지영호_충돌사건,침몰_예인선_제2종영호_침몰사건,0.7195
좌초_어선_경인3호_좌초사건,충돌_어선_2하나호.어선_지영호_충돌사건,0.6971
"충돌_어선_300형빈호,_어선_동백호_충돌사건",충돌_어선_제5정민호_어선_제710태양호_충돌사건,0.7007
"충돌_어선_300형빈호,_어선_동백호_충돌사건",충돌_어선_부영호.어선_복지호_충돌사건,0.7059
"충돌_어선_300형빈호,_어선_동백호_충돌사건",충돌_어선_제69해동호&산적화물선_오션레전드_충돌사건,0.708
"충돌_어선_300형빈호,_어선_동백호_충돌사건","충돌_어선_국한호,_어선_좋은호_충돌사건(약식)",0.6818
충돌_어선_77예은호·어선_제9유진호_충돌사건,충돌_어선_제211은진호.어선_제88부영호_충돌사건,0.7337
충돌_어선_77예은호·어선_제9유진호_충돌사건,충돌_어선_제9창남호_어선_제638신양호_충돌사건,0.7419
충돌_어선_77예은호·어선_제9유진호_충돌사건,충돌_어선_제69해동호&산적화물선_오션레전드_충돌사건,0.7654
충돌_어선_103매일호-산적화물선_만다린차이나_충돌사건,충돌_어선_77예은호·어선_제9유진호_충돌사건,0.7353
기타_어선_제207성진호_침수사건,충돌_어선_9청진호.어선_제3천일호_충돌사건,0.7767
충돌_어선_9청진호.어선_제3천일호_충돌사건,충돌_어선_제211은진호.어선_제88부영호_충돌사건,0.7697
인명사상_어선_제101통영호_선원사상사건,충돌_어선_9청진호.어선_제3천일호_충돌사건,0.7667
충돌_어선_강동호·예인선_샤흐트요르스크6_충돌사건,충돌_어선_삼운호.어선_제3일광호_충돌사건,0.6632
충돌_어선_강동호·예인선_샤흐트요르스크6_충돌사건,충돌_어선_제607명성호_일반화물선_트러윈드어코드_충돌사건,0.6808
접촉_예인선_삼양305호의_피예인항만건설작업용기중기부선_아주450호_거_3fa1ee7d,충돌_어선_강동호·예인선_샤흐트요르스크6_충돌사건,0.6603
접촉_예인선_153강성호5호_양식장_접촉사건,충돌_어선_강동호·예인선_샤흐트요르스크6_충돌사건,0.656
충돌_어선_건영호&어선_아시아호_충돌사건,충돌_어선_제211은진호.어선_제88부영호_충돌사건,0.7025
인명사상_어선_제105대진호_선원사망사건,충돌_어선_건영호&어선_아시아호_충돌사건,0.7288
충돌_어선_건영호&어선_아시아호_충돌사건,충돌_카페리여객선_금오고속페리호&어선_신성호_충돌사건,0.6906
인명사상_어선_제101통영호_선원사상사건,충돌_어선_건영호&어선_아시아호_충돌사건,0.6795
기관손상_카페리여객선_섬사랑6호_기관손상사건,"충돌_어선_경덕호,_모터보트_봄봄_충돌사건",0.7347
인명사상_예인선_용진_선원부상사건,"충돌_어선_경덕호,_모터보트_봄봄_충돌사건",0.7326
좌초_어선_서온호_좌초사건,"충돌_어선_경덕호,_모터보트_봄봄_충돌사건",0.7408
"충돌_낚시어선_현대호,_어선_풍차호_충돌사건","충돌_어선_경덕호,_모터보트_봄봄_충돌사건",0.7306
"충돌_어선_광덕호,_어선_제2황금호_충돌사건",충돌_어선_진영2호·낚시어선_해상2호_충돌사건,0.7177
충돌_낚시어선_나라2호_무등록_선박_충돌사건,"충돌_어선_광덕호,_어선_제2황금호_충돌사건",0.694
"충돌_낚시어선_나라2호,_무등록선박_충돌사건","충돌_어선_광덕호,_어선_제2황금호_충돌사건",0.694
"충돌_어선_광덕호,_어선_제2황금호_충돌사건",충돌_일반화물선_제니스_로얄호-어선_제27한일호_충돌사건,0.7002
충돌_낚시어선_용진호·모터보트_빛나리독수리호_충돌사건(공개용),"충돌_어선_광영호,_낚시어선_온누리호_충돌사건",0.7464
"충돌_어선_광영호,_낚시어선_온누리호_충돌사건",충돌_중앙해심_제2022-001호(낚시어선_금성피싱호.어선_수진호_충돌사건)_공_733ef807,0.693
"충돌_어선_광영호,_낚시어선_온누리호_충돌사건",충돌_어선_영신호_모터보트_바다여행_충돌사건,0.6846
"충돌_어선_광영호,_낚시어선_온누리호_충돌사건",충돌_일반화물선_포세이돈_어선_형통호_충돌사건,0.682
좌초_낚시어선_진스타호_좌초사건,충돌_어선_광영호_좌초사건,0.773
충돌_어선_광영호_좌초사건,충돌_어선_제69해동호&산적화물선_오션레전드_충돌사건,0.7683
"충돌_어선_광정8호,_어선_광정88호_충돌사건","충돌_어선_일성호,_어선_복성2호_충돌사건",0.7493
좌초_어선_제2019덕성호_좌초사건,"충돌_어선_광정8호,_어선_광정88호_충돌사건",0.7534
인명사상_어선_광정15호_선원사망사건,"충돌_어선_광정8호,_어선_광정88호_충돌사건",0.7319
인명사상_어선_한별호_선원사망사건,"충돌_어선_광정8호,_어선_광정88호_충돌사건",0.728
"충돌_어선_국한호,_어선_좋은호_충돌사건(약식)","충돌_어선_대명호,_어선_제1승창호_충돌사건",0.7783
"충돌_어선_국한호,_어선_좋은호_충돌사건(약식)","충돌_어선_제3대광호,_어선_영창호_충돌사건",0.7528
충돌_어선_9청진호.어선_제3천일호_충돌사건,"충돌_어선_국한호,_어선_좋은호_충돌사건(약식)",0.7468
인명사상_어선_바다2호_선원사망사건,"충돌_어선_국한호,_어선_좋은호_충돌사건(약식)",0.7412
좌초_낚시어선_돌핀호_좌초사건,충돌_어선_글로벌호_어선_해양호_충돌사건,0.7563
충돌_어선_글로벌호_어선_해양호_충돌사건,"충돌_어선_제708우리호,_어선_제909민성호_충돌사건",0.7596
충돌_어선_금천호.어선_한나루호_충돌사건,충돌_어선_삼운호.어선_제3일광호_충돌사건,0.7643
충돌_어선_금천호.어선_한나루호_충돌사건,"충돌_어선_제708우리호,_어선_제909민성호_충돌사건",0.7825
충돌_어선_금천호.어선_한나루호_충돌사건,충돌_어선_삼양호.낚시어선_대진호_충돌사건,0.7594
충돌_어선_금천호.어선_한나루호_충돌사건,충돌_어선_제211은진호.어선_제88부영호_충돌사건,0.7418
충돌_어선_길양호·어선_해성호_충돌사건,충돌_어선_봉진호_·_어선_동영호_충돌사건,0.7883
충돌_어선_길양호·어선_해성호_충돌사건,충돌_어선_제202경남호_어선_경민호_충돌사건,0.7679
"충돌_어선_뉴만중호,_예인선_강남티-27호의_피예인부선_강남5009호_충돌사건",충돌_어선_제1구진호_액화석유가스운반선_위닝로드_충돌사건,0.7614
"충돌_어선_뉴만중호,_예인선_강남티-27호의_피예인부선_강남5009호_충돌사건",충돌_컨테이너선_스카이챌린지_어선_제101성창호_충돌사건,0.7472
"충돌_어선_뉴만중호,_예인선_강남티-27호의_피예인부선_강남5009호_충돌사건",충돌_어선_제607명성호_일반화물선_트러윈드어코드_충돌사건,0.7426
좌초_어선_2020안성호_좌초사건,"충돌_어선_뉴만중호,_예인선_강남티-27호의_피예인부선_강남5009호_충돌사건",0.737
충돌_어선_다온호.산적화물선_버러티_충돌사건,충돌_어선_제76대창호.어선_제2대부호_충돌사건,0.7612
충돌_어선_다온호.산적화물선_버러티_충돌사건,해양오염_어선_제123대양호_해양오염사건,0.7415
충돌_어선_다온호.산적화물선_버러티_충돌사건,해양오염_일반화물선_포스_해양오염사건,0.7295
충돌_어선_다온호.산적화물선_버러티_충돌사건,충돌_어선_제205광성호.일반화물선_오스트로브_아틀라소바_충돌사건,0.7204
충돌_어선_대림호_어선_한청호_충돌사건,화재_어선_제509유일호_화재사건,0.6943
충돌_어선_대림호_어선_한청호_충돌사건,충돌_어선_도진호_어선_진성호_충돌사건,0.7229
좌초_어선_금화3호_좌초사건,충돌_어선_대림호_어선_한청호_충돌사건,0.6782
충돌_어선_대림호_어선_한청호_충돌사건,충돌_예인선_울산109호의_피예인부선_울산6003호·어선_1신창호_충돌사건,0.6649
"충돌_어선_대명호,_어선_제1승창호_충돌사건",충돌_어선_제211은진호.어선_제88부영호_충돌사건,0.7835
"충돌_어선_대명호,_어선_제1승창호_충돌사건","충돌_어선_제3대광호,_어선_영창호_충돌사건",0.7662
충돌_어선_대복호.어선_아진호_충돌사건,충돌_어선_삼양호.낚시어선_대진호_충돌사건,0.7866
충돌_석유제품운반선_태양호_어선_제505한진호_충돌사건,충돌_어선_대복호.어선_아진호_충돌사건,0.7758
충돌_어선_대복호.어선_아진호_충돌사건,충돌_어선_삼광호.어선_성동호_충돌사건,0.774
충돌_어선_대복호.어선_아진호_충돌사건,충돌_어선_대복호_어선_아진호_충돌사건,0.7702
충돌_어선_대복호_어선_아진호_충돌사건,충돌_어선_유정호-모터보트_우리호_충돌사건,0.7834
충돌_낚시어선_스텔라호_어선_동성호_충돌사건,충돌_어선_대복호_어선_아진호_충돌사건,0.7327
충돌_낚시어선_용진호·모터보트_빛나리독수리호_충돌사건(공개용),충돌_어선_대복호_어선_아진호_충돌사건,0.7273
충돌_어선_대복호.어선_아진호_충돌사건,"충돌_어선_대승1호,_어선_진선7호_충돌사건",0.7427
"충돌_어선_대승1호,_어선_진선7호_충돌사건",충돌_어선_제5정민호_어선_제710태양호_충돌사건,0.7394
"충돌_어선_대승1호,_어선_진선7호_충돌사건",충돌_어선_제202경남호_어선_경민호_충돌사건,0.7523
인명사상_어선_제307영용호_선원사망사건,충돌_어선_대영호_선원사망사건,0.7742
충돌_어선_대원호.어선_희주호_충돌사건,충돌_어선_제205광성호.일반화물선_오스트로브_아틀라소바_충돌사건,0.7959
충돌_어선_대원호.어선_희주호_충돌사건,충돌_어선_제2019하람호-어선_수광호_충돌사건,0.767
충돌_어선_대일호ㆍ산적화물선_이제이_오션_충돌사건,충돌_어선_제211은진호.어선_제88부영호_충돌사건,0.7559
"충돌_낚시어선_레전드호,_어선_진양호_충돌사건",충돌_어선_대일호ㆍ산적화물선_이제이_오션_충돌사건,0.7462
충돌_석유제품운반선_태양호_어선_제505한진호_충돌사건,충돌_어선_대일호ㆍ산적화물선_이제이_오션_충돌사건,0.7455
"충돌_어선_대흥1호,_어선_제3승창호_충돌사건",충돌_어선_제7덕연호ㆍ어선_서해호_충돌사건,0.7392
"충돌_어선_대흥1호,_어선_제3승창호_충돌사건","충돌_어선_진흥호,_어선_찬성호_충돌사건",0.7368
"충돌_어선_대흥1호,_어선_제3승창호_충돌사건","충돌_어선_제3대광호,_어선_영창호_충돌사건",0.7326
"충돌_어선_대흥1호,_어선_제3승창호_충돌사건",충돌_예인선_광진107호-어선_제212창성호_충돌사건,0.7312
좌초_어선_제2019덕성호_좌초사건,충돌_어선_도진호_어선_진성호_충돌사건,0.7654
충돌_어선_도진호_어선_진성호_충돌사건,충돌_어선_성안호-모터보트_동해호_충돌사건,0.7525
"충돌_낚시어선_레전드호,_어선_진양호_충돌사건",충돌_어선_도진호_어선_진성호_충돌사건,0.7457
좌초_어선_제105신광호_좌초사건,충돌_어선_도진호_어선_진성호_충돌사건,0.7441
충돌_어선_도청호ㆍ어선_제206동양호_충돌사건,"충돌_어선_제3대광호,_어선_영창호_충돌사건",0.8002
충돌_어선_도청호ㆍ어선_제206동양호_충돌사건,충돌_어선_윤정호.어선_영남호_충돌사건,0.7732
충돌_어선_도청호ㆍ어선_제206동양호_충돌사건,충돌_예인선_광진107호-어선_제212창성호_충돌사건,0.7651
충돌_어선_동우호_냉동냉장선_시에라_충돌사건,"충돌_청항선_포항해양3호,_어선_해동호_충돌사건",0.7541
충돌_어선_동우호_냉동냉장선_시에라_충돌사건,충돌_예인선_광진월드7호_피예인부선_광진8001호와_크루즈_여객선_퀀텀_오_3de313c0,0.7525
접촉_예인선_303고려호의_피예인부선_5005영빈호_시아해등부표접촉사건,충돌_어선_동우호_냉동냉장선_시에라_충돌사건,0.7502
충돌_어선_동우호_냉동냉장선_시에라_충돌사건,충돌_일반화물선_광저우스타_엘피지운반선_카시마마루8_충돌사건,0.7496
좌초_어선_해성호_좌초사건,충돌_어선_루이호·어선_현승호_충돌사건,0.7211
인명사상_예인선_제3001광진호_선원사망사건,충돌_어선_루이호·어선_현승호_충돌사건,0.7226
충돌_낚시어선_유빈호_모터보트_대양호_충돌사건,충돌_어선_루이호·어선_현승호_충돌사건,0.7183
충돌_어선_루이호·어선_현승호_충돌사건,"충돌_어선_태종호,_어선_단경호_충돌사건",0.7159
충돌_어선_203원창호_어선_제3광림호_충돌사건,충돌_어선_명윤호_어선_대양호_충돌사건,0.7232
충돌_어선_명윤호_어선_대양호_충돌사건,충돌_어선_삼운호.어선_제3일광호_충돌사건,0.6941
충돌_어선_명윤호_어선_대양호_충돌사건,충돌_일반화물선_포세이돈_어선_형통호_충돌사건,0.679
충돌_어선_명윤호_어선_대양호_충돌사건,침몰_어선_유동호·어선_유동2호_침몰사건,0.6675
충돌_어선_보성호_어선_진성호_충돌사건,충돌_예인선_77신정호의_피예인부선_케이제이-3001호_낚시어선_은빛호_충돌ᄉ_6691206a,0.7973
충돌_어선_보성호_어선_진성호_충돌사건,충돌_일반화물선_포세이돈_어선_형통호_충돌사건,0.791
충돌_어선_보성호_어선_진성호_충돌사건,충돌_어선_봉진호_·_어선_동영호_충돌사건,0.7776
충돌_어선_봉진호_·_어선_동영호_충돌사건,충돌_예인선_77신정호의_피예인부선_케이제이-3001호_낚시어선_은빛호_충돌ᄉ_6691206a,0.7989
충돌_어선_봉진호_·_어선_동영호_충돌사건,충돌_일반화물선_포세이돈_어선_형통호_충돌사건,0.8384
충돌_어선_부성호.어선_해성호_충돌사건,충돌_어선_진영2호·낚시어선_해상2호_충돌사건,0.7632
충돌_어선_부성호.어선_해성호_충돌사건,충돌_어선_제5삼영호_낚시어선_동해호_충돌사건,0.7625
충돌_어선_대복호.어선_아진호_충돌사건,충돌_어선_부성호.어선_해성호_충돌사건,0.7568
충돌_어선_부영호.어선_복지호_충돌사건,충돌_어선_삼광호.어선_성동호_충돌사건,0.7668
충돌_어선_봉진호_·_어선_동영호_충돌사건,충돌_어선_부영호.어선_복지호_충돌사건,0.7581
충돌_어선_부영호.어선_복지호_충돌사건,충돌_어선_청일호.어선_동인1호_충돌사건,0.7423
충돌_어선_부영호.어선_복지호_충돌사건,충돌_어선_제76대창호.어선_제2대부호_충돌사건,0.7398
좌초_어선_정일호_좌초사건,충돌_어선_빅토리_1호-어선_해송_2호_충돌사건,0.7532
충돌_어선_빅토리_1호-어선_해송_2호_충돌사건,충돌_어선_제1구진호_액화석유가스운반선_위닝로드_충돌사건,0.7585
충돌_어선_대복호.어선_아진호_충돌사건,충돌_어선_빅토리_1호-어선_해송_2호_충돌사건,0.7591
충돌_어선_빅토리_1호-어선_해송_2호_충돌사건,충돌_예인선_현대쥬베일호·어선_제311명천호_충돌사건,0.7429
충돌_어선_삼광호.어선_성동호_충돌사건,충돌_어선_삼운호.어선_제3일광호_충돌사건,0.7572
좌초_어선_해성호_좌초사건,충돌_어선_삼광호.어선_성동호_충돌사건,0.7503
충돌_어선_삼양호.낚시어선_대진호_충돌사건,충돌_어선_삼운호.어선_제3일광호_충돌사건,0.7979
좌초_어선_제2019덕성호_좌초사건,충돌_어선_삼양호.낚시어선_대진호_충돌사건,0.7837
충돌_어선_삼양호.낚시어선_대진호_충돌사건,충돌_어선_제211은진호.어선_제88부영호_충돌사건,0.7819
충돌_어선_삼운호.어선_제3일광호_충돌사건,충돌_어선_청일호.어선_동인1호_충돌사건,0.8029
충돌_어선_삼운호.어선_제3일광호_충돌사건,"충돌_어선_제708우리호,_어선_제909민성호_충돌사건",0.7854
충돌_어선_부성호.어선_해성호_충돌사건,"충돌_어선_서양호,_어선_수만호_충돌사건",0.7254
"충돌_어선_서양호,_어선_수만호_충돌사건","충돌_어선_제600만성호,_어선_재경호_충돌사건",0.731
인명사상_어선_제101통영호_선원사상사건,"충돌_어선_서양호,_어선_수만호_충돌사건",0.7314
"충돌_어선_서양호,_어선_수만호_충돌사건",충돌_어선_휘동호·어선_동해26호_충돌사건,0.7209
좌초_어선_서온호_좌초사건,"충돌_어선_성광호,_어선_충남호_충돌사건",0.7676
"충돌_어선_대명호,_어선_제1승창호_충돌사건","충돌_어선_성광호,_어선_충남호_충돌사건",0.7521
"충돌_어선_성광호,_어선_충남호_충돌사건",충돌_어업지도선_무궁화14호·어선_대광호_충돌사건,0.7469
충돌_어선_삼양호.낚시어선_대진호_충돌사건,충돌_어선_성안호-모터보트_동해호_충돌사건,0.7647
좌초_어선_서온호_좌초사건,충돌_어선_성안호-모터보트_동해호_충돌사건,0.7514
충돌_어선_성진호_어선_남성호_충돌사건,충돌_어선_제205광성호.일반화물선_오스트로브_아틀라소바_충돌사건,0.7583
충돌_석유제품운반선_태양호_어선_제505한진호_충돌사건,충돌_어선_성진호_어선_남성호_충돌사건,0.768
충돌_어선_성진호_어선_남성호_충돌사건,"충돌_청항선_포항해양3호,_어선_해동호_충돌사건",0.7559
충돌_어선_성진호_어선_남성호_충돌사건,충돌_어선_제76대창호.어선_제2대부호_충돌사건,0.7512
"충돌_낚시어선_레전드호,_어선_진양호_충돌사건",충돌_어선_세종호&어선_수진호_충돌사건,0.7388
좌초_어선_기흥호_좌초사건,충돌_어선_세종호&어선_수진호_충돌사건,0.7365
충돌_어선_세종호&어선_수진호_충돌사건,화재_어선_제509유일호_화재사건,0.7207
충돌_어선_세종호&어선_수진호_충돌사건,충돌_어선_제76대창호.어선_제2대부호_충돌사건,0.7128
충돌_시멘트운반선_수성에이스호_어선_1신창호_충돌사건,"충돌_어선_세종호,_어선_명진호_충돌사건",0.667
"충돌_어선_세종호,_어선_명진호_충돌사건","충돌_어선_제3대광호,_어선_영창호_충돌사건",0.6741
"충돌_어선_세종호,_어선_명진호_충돌사건",충돌_예인선_101경원호의_피예인부선_동일502호·부선_해건9001호_충돌사건,0.6666
인명사상_어선_제105대진호_선원사망사건,"충돌_어선_세종호,_어선_명진호_충돌사건",0.6622
충돌_어선_세진호ㆍ어선_양성호_충돌사건,"충돌_어선_제97임수호,_액화석유가스운반선_구이페이_충돌사건",0.7119
충돌_어선_세진호ㆍ어선_양성호_충돌사건,"충돌_어선_제902금성호,_일반화물선_순신_충돌사건",0.6925
"충돌_어선_성광호,_어선_충남호_충돌사건",충돌_어선_세진호ㆍ어선_양성호_충돌사건,0.6953
충돌_어선_세진호ㆍ어선_양성호_충돌사건,충돌_일반화물선_에스앤케이_레이디호-예인선_삼표201호의_피예인부선_삼ᄑ_387cd8ed,0.6864
충돌_어선_수덕호&어선_영광호_충돌사건,충돌_어선_제6용성호&어선_한일호_충돌사건,0.7298
충돌_어선_수덕호&어선_영광호_충돌사건,충돌_어선_제2017대청호&어선_경덕호_충돌사건,0.7414
충돌_어선_수덕호&어선_영광호_충돌사건,충돌_일반화물선_일현정호&어선_제2008성해호_충돌사건,0.7257
충돌_어선_수덕호&어선_영광호_충돌사건,"충돌_어선_진흥호,_어선_찬성호_충돌사건",0.7239
"충돌_낚시어선_여수휴리호,_어선_진영호_충돌사건","충돌_어선_수영호,_낚시어선_참사랑호_충돌사건",0.7669
"충돌_어선_수현호,_어선_제306한일호_충돌사건",충돌_화물_및_카페리선_세주프런티어호&기타선_해천마린2호,0.7759
"충돌_어선_수현호,_어선_제306한일호_충돌사건",충돌_어선_유정호-모터보트_우리호_충돌사건,0.7669
충돌_어선_봉진호_·_어선_동영호_충돌사건,"충돌_어선_수현호,_어선_제306한일호_충돌사건",0.7617
